resume_text,skills_count,keywords_count,format_score,experience_years,education_score,selected
"Creativity, C++, Big Data, Data Science, Machine Learning, CSS, Cloud Computing, Time Management, JavaScript",9,2,6,14,10,1
"Cloud Computing, Leadership, Time Management, Communication, CSS, JavaScript",6,1,9,15,7,1
"CSS, C++, Creativity, JavaScript, Data Science, Communication, Deep Learning, Leadership",8,2,8,1,9,1
"Teamwork, SQL, Communication, CSS, C++, Project Management, Deep Learning",7,0,9,20,7,1
"Project Management, AI, JavaScript, C++, Python",5,2,9,9,5,1
"Big Data, Java, AI, Python, Communication, Machine Learning, Problem-Solving, CSS",8,3,9,9,10,1
"Machine Learning, Time Management, Deep Learning, HTML, C++",5,1,7,5,10,1
"JavaScript, Adaptability, CSS, Java, Big Data",5,0,8,12,5,1
"Project Management, Time Management, Leadership, Problem-Solving, Java, AI, HTML",7,2,5,15,9,1
"Big Data, JavaScript, HTML, Python, Leadership, Communication",6,2,8,4,10,1
"Deep Learning, Time Management, Big Data, Project Management, CSS, C++, Leadership, HTML, Data Science, Creativity",10,2,6,12,7,1
"Teamwork, Adaptability, C++, Big Data, Creativity, Problem-Solving",6,0,8,1,7,0
"Problem-Solving, Machine Learning, AI, Java, CSS, Teamwork, Project Management, HTML, Creativity",9,2,10,10,9,1
"CSS, Adaptability, Deep Learning, Project Management, Python, Data Science, Leadership, Cloud Computing",8,3,5,6,9,1
"Adaptability, Communication, Project Management, Time Management, Cloud Computing, AI, SQL, Deep Learning",8,1,6,9,9,1
"Problem-Solving, Adaptability, C++, Big Data, Project Management, SQL, JavaScript, Java, CSS",9,0,8,7,5,1
"JavaScript, CSS, Project Management, Communication, AI, C++, Deep Learning, Creativity, Cloud Computing",9,1,9,10,7,1
"C++, HTML, Time Management, Java, Big Data, AI, Machine Learning, Deep Learning, Leadership",9,3,9,15,9,1
"Deep Learning, AI, HTML, CSS, C++, Problem-Solving, Java, Project Management, Communication, Python",10,2,8,16,7,1
"Machine Learning, C++, Creativity, Cloud Computing, Java",5,1,8,13,9,1
"Teamwork, Leadership, Deep Learning, C++, Python, Problem-Solving",6,2,6,7,9,1
"Machine Learning, Leadership, Cloud Computing, Creativity, Time Management, Adaptability, Python",7,3,8,14,9,1
"Deep Learning, Adaptability, Communication, Leadership, AI, HTML, Python",7,3,7,9,9,1
"Creativity, Adaptability, Time Management, Leadership, HTML",5,1,10,13,9,1
"AI, Machine Learning, JavaScript, Teamwork, Adaptability",5,2,9,18,10,1
"JavaScript, HTML, Leadership, Project Management, AI, CSS, Cloud Computing, Teamwork",8,2,5,15,10,1
"Big Data, Python, Java, Teamwork, Project Management, AI, JavaScript",7,2,6,17,9,1
"AI, Machine Learning, Cloud Computing, Time Management, Teamwork",5,2,8,7,5,1
"Data Science, Time Management, Cloud Computing, Communication, Teamwork, Problem-Solving, Creativity, Machine Learning, Adaptability, JavaScript",10,2,8,3,9,1
"Problem-Solving, CSS, Adaptability, HTML, Python",5,1,7,8,9,1
"AI, Time Management, CSS, Deep Learning, Big Data, Python",6,2,10,19,7,1
"Creativity, AI, Machine Learning, Java, Project Management, Cloud Computing, Big Data, Problem-Solving",8,2,8,1,7,0
"SQL, Data Science, Deep Learning, Java, HTML, Creativity, Python, Machine Learning, Adaptability, Teamwork",10,3,7,1,9,1
"Communication, JavaScript, CSS, Time Management, HTML, Machine Learning, Deep Learning, SQL, Leadership, Teamwork",10,2,8,10,9,1
"JavaScript, Communication, Teamwork, HTML, Java, Leadership, SQL, Project Management",8,1,6,4,7,1
"Project Management, Teamwork, C++, Java, Communication, Adaptability, Problem-Solving",7,0,8,8,9,1
"Teamwork, Creativity, Communication, Leadership, Adaptability, JavaScript, Big Data, Python, HTML",9,2,8,17,10,1
"Communication, CSS, Java, Time Management, HTML",5,0,8,6,7,1
"Cloud Computing, Teamwork, SQL, Leadership, C++, Big Data, AI, Creativity",8,2,9,19,10,1
"Machine Learning, Big Data, Problem-Solving, Creativity, Python, Project Management, Deep Learning",7,2,10,14,5,1
"CSS, SQL, Data Science, HTML, Communication",5,1,6,13,10,1
"Python, Adaptability, CSS, C++, Communication, Data Science, SQL",7,2,9,2,5,0
"Java, Big Data, Problem-Solving, Adaptability, AI, Machine Learning, Time Management",7,2,9,0,5,0
"Problem-Solving, Machine Learning, Leadership, SQL, AI, Teamwork, Project Management, CSS",8,3,6,9,9,1
"Machine Learning, Teamwork, Big Data, Time Management, SQL, Java",6,1,6,0,10,0
"Big Data, C++, JavaScript, Python, Creativity, Java, Data Science, Teamwork",8,2,9,5,9,1
"SQL, Time Management, CSS, Data Science, HTML, Cloud Computing, Creativity, Teamwork",8,1,5,6,7,1
"Data Science, Project Management, Leadership, Time Management, JavaScript, Machine Learning, Teamwork, Adaptability, Big Data, C++",10,3,7,0,10,1
"CSS, SQL, Java, Deep Learning, JavaScript, Project Management, Leadership, Creativity",8,1,6,18,5,1
"Teamwork, CSS, Deep Learning, HTML, Big Data",5,0,9,15,10,1
"Deep Learning, Communication, Creativity, HTML, Time Management",5,0,8,12,10,1
"Leadership, C++, Data Science, Python, Time Management, Teamwork, JavaScript",7,3,9,20,9,1
"Leadership, Adaptability, JavaScript, Machine Learning, HTML, C++, Big Data",7,2,6,15,10,1
"Creativity, Problem-Solving, C++, HTML, CSS, AI, Adaptability",7,1,8,6,10,1
"JavaScript, Adaptability, Python, Cloud Computing, Big Data, Leadership, C++",7,2,5,6,7,1
"Adaptability, HTML, Python, Big Data, Machine Learning, Leadership",6,3,10,20,10,1
"Machine Learning, HTML, Java, CSS, Creativity, Project Management, Adaptability, SQL, Big Data",9,1,5,0,7,0
"JavaScript, Cloud Computing, HTML, Creativity, Time Management, Java, C++, AI, Teamwork",9,1,9,14,10,1
"Machine Learning, Big Data, SQL, Project Management, Python, JavaScript, AI",7,3,7,19,7,1
"Data Science, Leadership, SQL, Communication, HTML, AI, Problem-Solving, Project Management",8,3,5,15,5,1
"Adaptability, Deep Learning, Java, Data Science, Leadership, Communication, Cloud Computing, SQL, JavaScript, Problem-Solving",10,2,9,19,10,1
"Cloud Computing, Teamwork, Problem-Solving, Big Data, Communication, Machine Learning, Deep Learning",7,1,10,9,9,1
"Python, CSS, Java, Teamwork, Adaptability, C++, HTML, Machine Learning",8,2,7,20,7,1
"C++, HTML, Cloud Computing, SQL, Problem-Solving, Creativity",6,0,6,12,9,1
"Problem-Solving, Adaptability, JavaScript, Python, Java, Machine Learning, Data Science, C++, CSS",9,3,9,9,10,1
"Data Science, Project Management, Big Data, Teamwork, Communication, Time Management, JavaScript, HTML, Problem-Solving",9,1,5,9,9,1
"C++, Time Management, Machine Learning, JavaScript, CSS, Java, Project Management, Communication, Python",9,2,5,11,7,1
"JavaScript, C++, Creativity, Data Science, Java, Communication, Python, CSS, Deep Learning, SQL",10,2,7,7,10,1
"Teamwork, Python, CSS, Communication, Java, Project Management, C++, Deep Learning",8,1,8,0,7,0
"Leadership, JavaScript, SQL, CSS, Communication, Creativity, AI, HTML, Machine Learning",9,3,10,17,9,1
"Cloud Computing, Adaptability, Machine Learning, Time Management, Deep Learning, Creativity, Big Data, HTML, Python",9,2,8,8,5,1
"Communication, Cloud Computing, Data Science, Python, Machine Learning, C++, Big Data, Time Management",8,3,9,13,9,1
"JavaScript, Problem-Solving, Big Data, SQL, Deep Learning, C++, Time Management, Python",8,1,9,2,10,1
"Machine Learning, Time Management, JavaScript, Deep Learning, C++",5,1,5,15,5,1
"HTML, Problem-Solving, CSS, Adaptability, Python, Project Management, Java, Time Management, Creativity",9,1,10,4,5,1
"C++, Adaptability, Time Management, Deep Learning, Big Data, Communication, CSS",7,0,8,0,10,0
"Problem-Solving, C++, Python, Time Management, Cloud Computing, SQL",6,1,6,17,5,1
"Communication, Deep Learning, Big Data, AI, HTML, Creativity, Adaptability, Machine Learning, SQL",9,2,5,14,5,1
"Big Data, Time Management, Teamwork, HTML, Problem-Solving, Adaptability",6,0,7,6,5,0
"CSS, HTML, Project Management, Java, Problem-Solving",5,0,10,3,5,0
"Problem-Solving, Java, Leadership, Machine Learning, HTML, Teamwork, JavaScript, Cloud Computing",8,2,7,15,7,1
"Communication, HTML, Teamwork, Cloud Computing, JavaScript, CSS, AI, Project Management",8,1,7,17,10,1
"Big Data, Python, Cloud Computing, Java, Teamwork, Communication, CSS, Leadership",8,2,7,13,7,1
"Machine Learning, Deep Learning, Problem-Solving, Java, CSS, Leadership, Python, HTML, Data Science",9,4,6,14,10,1
"JavaScript, Communication, Time Management, Project Management, CSS, Machine Learning, SQL, Teamwork",8,1,9,18,5,1
"Project Management, Data Science, Python, Time Management, Teamwork",5,2,7,14,7,1
"Python, Data Science, CSS, Big Data, AI",5,3,5,3,5,0
"Creativity, AI, HTML, Big Data, JavaScript, Data Science, Project Management, Deep Learning, SQL, Leadership",10,3,7,14,5,1
"Java, CSS, Adaptability, AI, Leadership, Cloud Computing, Teamwork, Communication",8,2,7,7,5,1
"Leadership, SQL, Machine Learning, Java, Data Science, Communication, Teamwork, C++, Creativity",9,3,8,9,10,1
"C++, Java, Adaptability, Project Management, Cloud Computing",5,0,5,12,9,1
"Creativity, Deep Learning, Python, Time Management, Java, Project Management, Cloud Computing",7,1,8,10,5,1
"Cloud Computing, Java, Creativity, C++, Data Science",5,1,7,8,7,1
"Teamwork, Big Data, Creativity, Time Management, Deep Learning, Java",6,0,10,14,7,1
"Machine Learning, Leadership, Cloud Computing, Teamwork, Big Data, Deep Learning, Adaptability",7,2,7,0,9,0
"Cloud Computing, Machine Learning, Adaptability, Project Management, Time Management",5,1,8,0,7,0
"AI, SQL, Java, Creativity, HTML, Big Data",6,1,7,20,10,1
"Machine Learning, SQL, Java, Problem-Solving, Project Management",5,1,5,3,7,0
"JavaScript, CSS, AI, Machine Learning, Creativity",5,2,5,5,10,1
"Leadership, Cloud Computing, SQL, Communication, C++, Problem-Solving, CSS, Time Management",8,1,7,9,9,1
"Problem-Solving, Teamwork, Adaptability, SQL, C++, Time Management, HTML, Creativity, Machine Learning, AI",10,2,5,8,5,1
"Leadership, Java, Creativity, Machine Learning, Project Management, HTML",6,2,6,18,7,1
"SQL, Data Science, Problem-Solving, Machine Learning, Java, Python, CSS, AI, Teamwork, Big Data",10,4,9,3,9,1
"Deep Learning, Creativity, Machine Learning, CSS, Adaptability, Cloud Computing, AI, Project Management, Leadership, C++",10,3,9,13,5,1
"Adaptability, Problem-Solving, SQL, Deep Learning, Big Data, Communication, C++, Java, CSS, Project Management",10,0,5,14,9,1
"Communication, Project Management, Data Science, C++, Time Management, CSS, AI, Teamwork",8,2,10,13,9,1
"C++, Time Management, CSS, Project Management, Teamwork, Deep Learning, AI, Creativity",8,1,10,8,10,1
"C++, Cloud Computing, JavaScript, Teamwork, HTML, SQL, Big Data, Communication",8,0,5,20,9,1
"Adaptability, C++, HTML, Communication, Leadership",5,1,10,12,7,1
"C++, SQL, Time Management, CSS, Python",5,1,6,16,10,1
"AI, Adaptability, Leadership, SQL, Java, Deep Learning, Teamwork, Big Data, Problem-Solving",9,2,9,15,7,1
"SQL, C++, Python, Java, Deep Learning, Machine Learning, Cloud Computing, Communication",8,2,9,10,10,1
"Problem-Solving, Adaptability, Communication, Java, Project Management, Deep Learning, SQL, Python, JavaScript, Machine Learning",10,2,9,0,7,0
"Time Management, JavaScript, Big Data, SQL, CSS, Machine Learning, C++, Deep Learning, Project Management",9,1,10,1,5,0
"Creativity, Leadership, Cloud Computing, Time Management, Project Management, CSS",6,1,8,4,9,1
"Time Management, Data Science, Creativity, AI, Big Data, Leadership, JavaScript",7,3,5,9,10,1
"AI, Data Science, SQL, Java, JavaScript, Leadership, Machine Learning",7,4,7,2,10,1
"Project Management, Creativity, AI, Leadership, Deep Learning, HTML",6,2,10,6,9,1
"Project Management, Big Data, Cloud Computing, Problem-Solving, Java, Time Management, Communication, CSS",8,0,8,5,9,1
"Creativity, Adaptability, Deep Learning, Problem-Solving, AI",5,1,8,4,7,0
"HTML, AI, C++, Java, Time Management, Adaptability, Deep Learning, CSS, Problem-Solving, Leadership",10,2,8,3,7,1
"AI, Machine Learning, CSS, HTML, Leadership, Project Management",6,3,8,5,7,1
"CSS, Cloud Computing, Teamwork, Project Management, Java, JavaScript, Creativity",7,0,10,13,10,1
"Cloud Computing, C++, Big Data, JavaScript, CSS, Communication",6,0,6,12,5,1
"Teamwork, Deep Learning, SQL, Adaptability, Data Science, Java, Time Management, Leadership, Big Data, Python",10,3,5,13,10,1
"Java, Time Management, Big Data, JavaScript, Creativity",5,0,7,4,9,1
"Python, CSS, Time Management, JavaScript, Adaptability",5,1,7,19,7,1
"HTML, Java, Big Data, Deep Learning, SQL, Data Science, CSS",7,1,5,7,7,1
"Teamwork, C++, Project Management, SQL, Big Data, Java, Communication, Adaptability",8,0,8,19,5,1
"Project Management, Problem-Solving, Leadership, JavaScript, Deep Learning, AI, Python, Teamwork, SQL",9,3,6,16,10,1
"CSS, Data Science, Teamwork, C++, Time Management, Project Management, Machine Learning",7,2,6,15,9,1
"Data Science, Teamwork, C++, Java, HTML, SQL",6,1,7,19,7,1
"HTML, Project Management, Leadership, SQL, Data Science, Teamwork, Problem-Solving, Adaptability, Big Data",9,2,10,9,10,1
"Creativity, SQL, Cloud Computing, C++, Deep Learning, HTML, Big Data, Time Management, Problem-Solving",9,0,6,18,7,1
"JavaScript, Teamwork, SQL, C++, Problem-Solving, HTML, Communication, Creativity, CSS",9,0,10,10,9,1
"CSS, JavaScript, Adaptability, Cloud Computing, Machine Learning, Java, Problem-Solving, Creativity, C++, SQL",10,1,5,4,10,1
"C++, Data Science, AI, Problem-Solving, Leadership, CSS, Teamwork, Java, Creativity, Time Management",10,3,5,12,5,1
"Java, Problem-Solving, Creativity, Leadership, Teamwork",5,1,8,17,7,1
"Java, Time Management, Communication, AI, Problem-Solving, CSS, SQL",7,1,7,7,9,1
"Deep Learning, Creativity, Cloud Computing, Communication, Problem-Solving",5,0,6,19,10,1
"C++, Java, Adaptability, AI, CSS, Time Management, Data Science, Project Management, Machine Learning, Communication",10,3,6,13,7,1
"CSS, Python, Leadership, Cloud Computing, C++, Adaptability, HTML",7,2,7,7,9,1
"Cloud Computing, Problem-Solving, Data Science, Deep Learning, CSS, Python, Project Management",7,2,6,19,7,1
"Big Data, Time Management, Java, JavaScript, Cloud Computing, Adaptability, Leadership, CSS",8,1,9,3,5,0
"Java, Deep Learning, Project Management, Leadership, Teamwork, Machine Learning, CSS",7,2,10,11,7,1
"Big Data, Cloud Computing, Python, Problem-Solving, Data Science, Time Management, C++, HTML, SQL, Machine Learning",10,3,10,13,10,1
"Time Management, SQL, Big Data, Deep Learning, Machine Learning, Data Science, HTML, Java, Teamwork",9,2,7,3,7,1
"AI, Machine Learning, C++, Cloud Computing, Communication",5,2,7,14,5,1
"Python, SQL, JavaScript, Time Management, Big Data, Data Science, Communication, C++, Java",9,2,9,15,9,1
"Time Management, Project Management, Data Science, Cloud Computing, Problem-Solving, C++",6,1,10,16,10,1
"Deep Learning, Project Management, Big Data, Leadership, Teamwork, Time Management, Problem-Solving, Cloud Computing",8,1,6,19,5,1
"Communication, Machine Learning, CSS, Creativity, Project Management, C++, Data Science, AI",8,3,10,14,7,1
"Big Data, Machine Learning, Leadership, HTML, Java",5,2,7,7,10,1
"AI, Deep Learning, Teamwork, Python, Time Management, Machine Learning, Creativity, Big Data, Data Science",9,4,6,14,7,1
"Time Management, SQL, JavaScript, C++, Problem-Solving, AI, Deep Learning",7,1,9,4,9,1
"Deep Learning, Data Science, Adaptability, Python, Time Management, Big Data",6,2,10,11,5,1
"Time Management, Leadership, Problem-Solving, Deep Learning, Adaptability",5,1,6,8,7,1
"Python, AI, C++, Creativity, Communication, Java",6,2,7,18,5,1
"CSS, Data Science, C++, Python, Cloud Computing, Communication, Machine Learning, AI",8,4,9,19,7,1
"Java, Adaptability, HTML, SQL, Machine Learning, CSS, AI, Communication, C++",9,2,10,11,7,1
"Adaptability, Java, Leadership, Creativity, CSS",5,1,6,17,5,1
"Java, Big Data, Project Management, Leadership, Adaptability, HTML",6,1,6,18,10,1
"Cloud Computing, Big Data, AI, Creativity, HTML, SQL, Project Management, Communication, Problem-Solving",9,1,7,11,10,1
"Creativity, AI, CSS, Deep Learning, Project Management, Python",6,2,10,8,7,1
"C++, Project Management, HTML, Data Science, Big Data, Teamwork, Problem-Solving",7,1,8,1,5,0
"Deep Learning, Teamwork, CSS, HTML, Data Science",5,1,10,0,5,0
"Machine Learning, Problem-Solving, Communication, Deep Learning, AI, Big Data, HTML",7,2,8,5,9,1
"Cloud Computing, Leadership, Machine Learning, CSS, HTML",5,2,6,0,10,0
"Communication, Creativity, Big Data, Time Management, Project Management, HTML",6,0,10,16,10,1
"Adaptability, JavaScript, Leadership, Project Management, Data Science, CSS, Machine Learning, Python",8,4,5,7,7,1
"Time Management, Big Data, CSS, SQL, Project Management, Teamwork, Communication, C++, HTML",9,0,10,20,9,1
"HTML, Time Management, Leadership, Communication, Project Management, Big Data, Problem-Solving, Machine Learning, Adaptability, Teamwork",10,2,8,18,5,1
"Python, Deep Learning, C++, AI, Cloud Computing, Big Data",6,2,9,3,9,1
"Python, Project Management, C++, Leadership, Java, CSS",6,2,10,12,7,1
"Leadership, Java, Communication, Teamwork, Machine Learning, Problem-Solving",6,2,6,13,7,1
"Data Science, JavaScript, HTML, Creativity, Python",5,2,7,10,5,1
"Teamwork, Big Data, Creativity, Project Management, JavaScript, Machine Learning, C++, Data Science, Adaptability",9,2,6,9,9,1
"Problem-Solving, Big Data, Python, Machine Learning, HTML, Data Science, Adaptability",7,3,9,16,9,1
"Data Science, Big Data, Communication, Cloud Computing, AI, HTML, Time Management, SQL, Teamwork, Machine Learning",10,3,5,20,7,1
"Java, JavaScript, Deep Learning, Teamwork, Problem-Solving, Project Management",6,0,6,3,10,1
"CSS, Adaptability, JavaScript, Machine Learning, Data Science, Java, Deep Learning, Problem-Solving",8,2,7,6,10,1
"Python, AI, Leadership, Big Data, Creativity, Adaptability, JavaScript",7,3,7,0,7,0
"Big Data, SQL, Problem-Solving, AI, Project Management, Creativity, Cloud Computing, Java, Communication",9,1,9,2,10,1
"Communication, Adaptability, JavaScript, Cloud Computing, Python, Problem-Solving, Data Science, AI, Creativity",9,3,5,12,5,1
"AI, Teamwork, Adaptability, Big Data, JavaScript, SQL, Data Science, HTML",8,2,9,14,10,1
"Machine Learning, Problem-Solving, Adaptability, CSS, Time Management, Python, Data Science, Teamwork, JavaScript",9,3,6,3,9,1
"JavaScript, Creativity, Deep Learning, Teamwork, Problem-Solving",5,0,8,0,9,0
"Data Science, Java, Leadership, Creativity, JavaScript",5,2,6,7,5,0
"Adaptability, Project Management, Time Management, Data Science, SQL, JavaScript, Teamwork, Creativity",8,1,8,16,5,1
"Cloud Computing, Deep Learning, AI, Data Science, Python, Leadership, Adaptability, C++, Big Data, Machine Learning",10,5,10,13,7,1
"Data Science, HTML, C++, Leadership, AI, Big Data, Time Management",7,3,10,3,10,1
"Leadership, Java, Machine Learning, JavaScript, Teamwork, Time Management, Adaptability, Creativity",8,2,5,18,5,1
"Cloud Computing, Creativity, Problem-Solving, Teamwork, Machine Learning",5,1,10,9,7,1
"Leadership, SQL, Machine Learning, Creativity, Adaptability, CSS, Big Data",7,2,6,15,5,1
"Java, Leadership, Python, HTML, Communication, Data Science, Adaptability, Cloud Computing",8,3,5,0,9,0
"CSS, Java, Deep Learning, Project Management, Time Management, Python, C++",7,1,7,7,5,1
"CSS, Communication, Deep Learning, AI, Python, Problem-Solving, Java, Data Science, Cloud Computing",9,3,6,5,5,1
"Data Science, JavaScript, SQL, Python, CSS",5,2,9,15,5,1
"SQL, AI, Adaptability, JavaScript, Project Management, Time Management, C++",7,1,9,9,7,1
"AI, SQL, Problem-Solving, Python, HTML",5,2,7,4,5,0
"Time Management, Deep Learning, Creativity, HTML, Cloud Computing, AI, Communication, C++",8,1,9,17,7,1
"CSS, Leadership, Data Science, Java, Machine Learning",5,3,8,9,7,1
"HTML, Deep Learning, CSS, Machine Learning, Project Management, Teamwork, Big Data",7,1,10,19,7,1
"Project Management, Adaptability, Machine Learning, Teamwork, Cloud Computing, Time Management, Deep Learning, Java",8,1,9,0,7,0
"Teamwork, Machine Learning, C++, Project Management, Python",5,2,8,13,10,1
"Adaptability, AI, SQL, Leadership, Machine Learning",5,3,5,2,9,1
"CSS, Machine Learning, Deep Learning, Leadership, Cloud Computing",5,2,5,17,7,1
"Communication, Leadership, Deep Learning, Big Data, Cloud Computing, JavaScript, C++, CSS",8,1,9,15,10,1
"Python, Java, Deep Learning, Data Science, AI",5,3,9,13,5,1
"CSS, Project Management, C++, Problem-Solving, Python",5,1,7,17,7,1
"HTML, Creativity, Deep Learning, Big Data, Java, Adaptability, CSS, Leadership, Communication, AI",10,2,5,8,7,1
"Cloud Computing, Time Management, JavaScript, Creativity, Problem-Solving, Python, SQL, Project Management",8,1,10,0,7,0
"Java, Data Science, Teamwork, SQL, Machine Learning, JavaScript, Big Data, Leadership, Cloud Computing",9,3,5,5,5,1
"Machine Learning, Leadership, Teamwork, Creativity, Adaptability, Deep Learning, CSS, Data Science, JavaScript, Big Data",10,3,7,13,10,1
"CSS, Time Management, JavaScript, Java, Data Science, Adaptability, Teamwork, Project Management, SQL, Big Data",10,1,6,20,5,1
"Python, Creativity, CSS, Project Management, Adaptability, Problem-Solving",6,1,6,17,10,1
"Python, Time Management, Data Science, Communication, Machine Learning, SQL, Creativity, JavaScript, Cloud Computing, C++",10,3,8,6,5,1
"Teamwork, Machine Learning, SQL, Big Data, Deep Learning, Java, Creativity, Time Management",8,1,8,15,5,1
"Leadership, CSS, HTML, Problem-Solving, Adaptability, Project Management, C++, Teamwork",8,1,9,3,9,1
"Cloud Computing, Leadership, Project Management, Adaptability, Communication, HTML, Deep Learning, C++",8,1,9,9,10,1
"Project Management, Problem-Solving, Teamwork, Creativity, Time Management, CSS",6,0,10,8,5,1
"Machine Learning, Teamwork, Data Science, Deep Learning, Leadership, Cloud Computing, Java, Project Management, Adaptability, JavaScript",10,3,6,10,10,1
"Creativity, HTML, Deep Learning, Big Data, Leadership, Data Science",6,2,7,14,9,1
"Data Science, Teamwork, Problem-Solving, SQL, Python",5,2,7,10,9,1
"Leadership, Deep Learning, HTML, JavaScript, Project Management, Java, Problem-Solving, CSS",8,1,8,20,10,1
"Deep Learning, Adaptability, Leadership, Big Data, SQL, Communication, Time Management, HTML, C++, Creativity",10,1,8,13,9,1
"JavaScript, Time Management, AI, Machine Learning, Deep Learning",5,2,6,4,9,1
"Communication, AI, Leadership, Java, SQL",5,2,9,8,5,1
"Project Management, Communication, Java, C++, Python, SQL, Time Management, Data Science, Machine Learning, Adaptability",10,3,9,14,7,1
"CSS, Problem-Solving, Time Management, Machine Learning, Data Science",5,2,6,6,5,0
"Python, Project Management, Problem-Solving, Big Data, AI, Deep Learning, Cloud Computing, C++, Machine Learning",9,3,8,12,7,1
"Leadership, Communication, Java, CSS, JavaScript",5,1,9,20,9,1
"C++, Python, Deep Learning, Time Management, Project Management, Creativity, Machine Learning, Adaptability, Teamwork",9,2,7,13,10,1
"AI, HTML, Cloud Computing, Python, Java, Big Data, Communication, Adaptability, CSS, Time Management",10,2,7,20,7,1
"SQL, Python, Cloud Computing, Communication, CSS, Time Management, Leadership",7,2,8,17,9,1
"Machine Learning, CSS, C++, Communication, Creativity, Leadership, Big Data, Project Management, Problem-Solving, Deep Learning",10,2,8,20,7,1
"Communication, Java, CSS, C++, Time Management, HTML, Project Management",7,0,9,2,5,0
"Creativity, SQL, AI, Java, JavaScript, Project Management, HTML, Deep Learning",8,1,6,16,5,1
"CSS, Java, Communication, Project Management, Data Science",5,1,5,8,7,1
"Data Science, C++, Adaptability, Java, Project Management, Time Management, AI, Teamwork",8,2,7,17,10,1
"Big Data, CSS, Adaptability, C++, SQL, JavaScript, Problem-Solving, Java, Machine Learning",9,1,10,10,7,1
"JavaScript, HTML, Cloud Computing, Python, Time Management, Communication, C++, AI, Creativity",9,2,5,11,5,1
"Problem-Solving, HTML, Communication, Java, Creativity, CSS, Big Data",7,0,7,18,10,1
"Communication, CSS, Cloud Computing, Project Management, Machine Learning",5,1,6,7,10,1
"CSS, JavaScript, Time Management, Data Science, Project Management, Problem-Solving, Deep Learning, SQL, Creativity",9,1,7,2,7,0
"SQL, AI, Deep Learning, Python, HTML, Big Data, Java, Time Management, Machine Learning, C++",10,3,5,9,5,1
"Project Management, Creativity, Communication, CSS, JavaScript, Data Science, Cloud Computing, C++, Teamwork, HTML",10,1,6,0,5,0
"Problem-Solving, SQL, C++, Python, Java, Machine Learning, Creativity, Leadership, JavaScript",9,3,8,5,7,1
"Data Science, Deep Learning, Communication, Java, Project Management",5,1,7,16,10,1
"Time Management, Teamwork, Leadership, Big Data, Machine Learning, Java",6,2,9,4,5,0
"Leadership, Deep Learning, Adaptability, CSS, HTML, Creativity",6,1,6,13,5,1
"Creativity, Data Science, Deep Learning, Python, CSS, Adaptability, AI, HTML, Leadership, Machine Learning",10,5,7,5,9,1
"Adaptability, Teamwork, Python, Problem-Solving, Big Data, Creativity, C++, Data Science, JavaScript",9,2,6,5,5,1
"Cloud Computing, C++, Java, SQL, Python, HTML, Problem-Solving, Teamwork, JavaScript, Deep Learning",10,1,8,5,5,1
"Adaptability, Leadership, CSS, Java, Project Management, Deep Learning, Problem-Solving",7,1,7,10,9,1
"Leadership, C++, Adaptability, Cloud Computing, Project Management",5,1,7,19,9,1
"Teamwork, Time Management, Python, Machine Learning, Cloud Computing, Creativity, Data Science",7,3,10,12,7,1
"Creativity, Machine Learning, Teamwork, Python, Cloud Computing",5,2,8,19,5,1
"Problem-Solving, SQL, Python, Teamwork, HTML, Time Management",6,1,5,10,5,1
"SQL, Communication, Python, Leadership, AI, Deep Learning, Problem-Solving",7,3,9,20,5,1
"Communication, Python, Project Management, Problem-Solving, CSS, Machine Learning, Deep Learning, C++, Cloud Computing",9,2,7,2,5,0
"JavaScript, Data Science, Teamwork, Communication, Adaptability",5,1,8,10,7,1
"CSS, AI, Leadership, Big Data, Machine Learning, Data Science, Creativity, Deep Learning, SQL",9,4,9,5,10,1
"Machine Learning, Problem-Solving, C++, Communication, CSS, Big Data, Python, Deep Learning, Project Management, SQL",10,2,9,14,7,1
"Cloud Computing, Teamwork, HTML, Project Management, Java, Creativity",6,0,5,9,7,1
"Big Data, C++, Communication, Creativity, Deep Learning, Cloud Computing, Teamwork",7,0,8,13,10,1
"Teamwork, Time Management, Creativity, Leadership, C++, Communication",6,1,10,6,5,1
"Cloud Computing, SQL, Adaptability, Communication, Leadership, CSS",6,1,9,15,5,1
"Leadership, Adaptability, Cloud Computing, Time Management, Data Science",5,2,10,8,5,1
"CSS, Machine Learning, SQL, Big Data, Python",5,2,8,10,7,1
"HTML, Big Data, Communication, Data Science, SQL, Java",6,1,6,17,10,1
"AI, C++, Leadership, Time Management, Problem-Solving, SQL, Big Data",7,2,9,3,7,1
"Data Science, JavaScript, Creativity, Cloud Computing, Project Management, Deep Learning",6,1,9,9,7,1
"Creativity, Problem-Solving, Deep Learning, C++, Machine Learning, JavaScript, AI, SQL, Leadership",9,3,5,15,7,1
"Creativity, Big Data, Leadership, HTML, Time Management, Python, Java",7,2,9,17,10,1
"SQL, Project Management, Java, Cloud Computing, Deep Learning, Big Data",6,0,10,10,9,1
"CSS, Teamwork, Communication, Problem-Solving, Deep Learning, SQL, Data Science, Big Data, C++",9,1,5,9,9,1
"Big Data, Adaptability, JavaScript, SQL, CSS, Time Management, Problem-Solving, Python",8,1,8,15,7,1
"Teamwork, Big Data, AI, Deep Learning, HTML, Leadership, JavaScript, Problem-Solving",8,2,7,3,9,1
